"Class","Family","File","Line","Priority","Details","Snippet"
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcUser.cpp","1724","-","numeric-only dynamic SQL (not injectable): UPDATE UserInfo WITH (UPDLOCK) SET UserLoginState= | exec:Y;esc:N","_snprintf( szTemp, 256, ""UPDATE UserInfo WITH (UPDLOCK) SET UserLoginState=0 WHERE UserLoginState=1 AND SGNum=%d"", nSvrG"
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcUser.cpp","1730","-","numeric-only dynamic SQL (not injectable): UPDATE GspUserInfo WITH (UPDLOCK) SET UserLoginSta | exec:Y;esc:N","_snprintf( szTemp, 256, ""UPDATE GspUserInfo WITH (UPDLOCK) SET UserLoginState=0 WHERE UserLoginState=1 AND SGNum=%d"", nS"
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcUser.cpp","1736","-","numeric-only dynamic SQL (not injectable): UPDATE GSUserInfo WITH (UPDLOCK) SET UserLoginStat | exec:Y;esc:N","_snprintf( szTemp, 256, ""UPDATE GSUserInfo WITH (UPDLOCK) SET UserLoginState=0 WHERE UserLoginState=1 AND SGNum=%d"", nSv"
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcUser.cpp","1742","-","numeric-only dynamic SQL (not injectable): UPDATE UserInfo WITH (UPDLOCK) SET UserLoginState= | exec:Y;esc:N","_snprintf( szTemp, 256, ""UPDATE UserInfo WITH (UPDLOCK) SET UserLoginState=0 WHERE UserLoginState=1 AND SGNum=%d"", nSvrG"
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcUser.cpp","1769","-","literal-only SQL (no interpolation): UPDATE DaumUserInfo WITH (UPDLOCK) SET UserLoginSt | exec:Y;esc:N","_snprintf( szTemp, 128, ""UPDATE DaumUserInfo WITH (UPDLOCK) SET UserLoginState=0 WHERE UserLoginState=1"" );"
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcUser.cpp","1774","-","literal-only SQL (no interpolation): UPDATE JapanUserInfo WITH (UPDLOCK) SET UserLoginS | exec:Y;esc:N","_snprintf( szTemp, 128, ""UPDATE JapanUserInfo WITH (UPDLOCK) SET UserLoginState=0 WHERE UserLoginState=1"" );"
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcUser.cpp","1779","-","literal-only SQL (no interpolation): UPDATE TerraUserInfo WITH (UPDLOCK) SET UserLoginS | exec:Y;esc:N","_snprintf( szTemp, 128, ""UPDATE TerraUserInfo WITH (UPDLOCK) SET UserLoginState=0 WHERE UserLoginState=1"" );"
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcUser.cpp","1784","-","literal-only SQL (no interpolation): UPDATE TerraUserInfo WITH (UPDLOCK) SET UserLoginS | exec:Y;esc:N","_snprintf( szTemp, 128, ""UPDATE TerraUserInfo WITH (UPDLOCK) SET UserLoginState=0 WHERE UserLoginState=1"" );"
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcUser.cpp","1789","-","literal-only SQL (no interpolation): UPDATE UserInfo WITH (UPDLOCK) SET UserLoginState= | exec:Y;esc:N","_snprintf( szTemp, 128, ""UPDATE UserInfo WITH (UPDLOCK) SET UserLoginState=0 WHERE UserLoginState=1"" );"
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcUser.cpp","1794","-","literal-only SQL (no interpolation): UPDATE GspUserInfo WITH (UPDLOCK) SET UserLoginSta | exec:Y;esc:N","_snprintf( szTemp, 128, ""UPDATE GspUserInfo WITH (UPDLOCK) SET UserLoginState=0 WHERE UserLoginState=1"" );"
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcUser.cpp","1799","-","literal-only SQL (no interpolation): UPDATE GSUserInfo WITH (UPDLOCK) SET UserLoginStat | exec:Y;esc:N","_snprintf( szTemp, 128, ""UPDATE GSUserInfo WITH (UPDLOCK) SET UserLoginState=0 WHERE UserLoginState=1"" );"
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcUser.cpp","1804","-","literal-only SQL (no interpolation): UPDATE UserInfo WITH (UPDLOCK) SET UserLoginState= | exec:Y;esc:N","_snprintf( szTemp, 128, ""UPDATE UserInfo WITH (UPDLOCK) SET UserLoginState=0 WHERE UserLoginState=1"" );"
"VULNERABLE","printf","Lib_Network\s_COdbcUser.cpp","1818","HIGH","{call sp_UpdateMoneyPoint(%d,'%s',?)} | exec:Y;esc:N | interp:%s-family","_snprintf( szTemp, 128, ""{call sp_UpdateMoneyPoint(%d,'%s',?)}"","
"VULNERABLE","printf","Lib_Network\s_COdbcUser.cpp","1832","HIGH","{call sp_DeductMoneyPoint(%d,'%s',?)} | exec:Y;esc:N | interp:%s-family","_snprintf( szTemp, 128, ""{call sp_DeductMoneyPoint(%d,'%s',?)}"","
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","28","-","commented-out / in /* */ block","//strTemp << ""SELECT ChatBlockDate FROM DaumUserInfo WITH (NOLOCK) WHERE UserNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","37","-","commented-out / in /* */ block","//strTemp << ""SELECT ChatBlockDate FROM TerraUserInfo WITH (NOLOCK) WHERE UserNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","43","-","commented-out / in /* */ block","//strTemp << ""SELECT ChatBlockDate FROM TerraUserInfo WITH (NOLOCK) WHERE UserNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","49","-","commented-out / in /* */ block","//strTemp << ""SELECT ChatBlockDate FROM UserInfo WITH (NOLOCK) WHERE UserNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","55","-","commented-out / in /* */ block","//strTemp << ""SELECT ChatBlockDate FROM GspUserInfo WITH (NOLOCK) WHERE UserNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","64","-","commented-out / in /* */ block","//strTemp << ""SELECT ChatBlockDate FROM UserInfo WITH (NOLOCK) WHERE UserNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","139","-","commented-out / in /* */ block","//strTemp << ""UPDATE DaumUserInfo WITH (UPDLOCK) SET ChatBlockDate='"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","140","-","commented-out / in /* */ block","//strTemp << strTime.GetString() << ""' WHERE UserNum="";"
"DEAD","printf","Lib_Network\s_COdbcUser.cpp","146","-","commented-out / in /* */ block","//_snprintf( szTemp, 256, ""UPDATE ExciteUserInfo WITH (UPDLOCK) SET ChatBlockDate='%s' WHERE UserNum=%d"", strTime.GetStr"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","151","-","commented-out / in /* */ block","//strTemp << ""UPDATE TerraUserInfo WITH (UPDLOCK) SET ChatBlockDate='"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","152","-","commented-out / in /* */ block","//strTemp << strTime.GetString() << ""' WHERE UserNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","158","-","commented-out / in /* */ block","//strTemp << ""UPDATE TerraUserInfo WITH (UPDLOCK) SET ChatBlockDate='"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","159","-","commented-out / in /* */ block","//strTemp << strTime.GetString() << ""' WHERE UserNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","165","-","commented-out / in /* */ block","//strTemp << ""UPDATE UserInfo WITH (UPDLOCK) SET ChatBlockDate='"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","166","-","commented-out / in /* */ block","//strTemp << strTime.GetString() << ""' WHERE UserNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","172","-","commented-out / in /* */ block","//strTemp << ""UPDATE GspUserInfo WITH (UPDLOCK) SET ChatBlockDate='"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","173","-","commented-out / in /* */ block","//strTemp << strTime.GetString() << ""' WHERE UserNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","179","-","commented-out / in /* */ block","//strTemp << ""UPDATE UserInfo WITH (UPDLOCK) SET ChatBlockDate='"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","180","-","commented-out / in /* */ block","//strTemp << strTime.GetString() << ""' WHERE UserNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","186","-","commented-out / in /* */ block","//strTemp << ""UPDATE UserInfo WITH (UPDLOCK) SET ChatBlockDate='"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","187","-","commented-out / in /* */ block","//strTemp << strTime.GetString() << ""' WHERE UserNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","217","-","commented-out / in /* */ block","//strTemp << ""SELECT PremiumDate FROM DaumUserInfo WITH (NOLOCK) WHERE UserNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","223","-","commented-out / in /* */ block","//strTemp << ""SELECT PremiumDate FROM TerraUserInfo WITH (NOLOCK) WHERE UserNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","229","-","commented-out / in /* */ block","//strTemp << ""SELECT PremiumDate FROM TerraUserInfo WITH (NOLOCK) WHERE UserNum="";"
"DEAD","printf","Lib_Network\s_COdbcUser.cpp","235","-","commented-out / in /* */ block","//_snprintf( szTemp, 128, ""SELECT PremiumDate FROM ExciteUserInfo WITH (NOLOCK) WHERE UserNum=%d"", nUserNum );"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","240","-","commented-out / in /* */ block","//strTemp << ""SELECT PremiumDate FROM UserInfo WITH (NOLOCK) WHERE UserNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","246","-","commented-out / in /* */ block","//strTemp << ""SELECT PremiumDate FROM GspUserInfo WITH (NOLOCK) WHERE UserNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","252","-","commented-out / in /* */ block","//strTemp << ""SELECT PremiumDate FROM UserInfo WITH (NOLOCK) WHERE UserNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","258","-","commented-out / in /* */ block","//strTemp << ""SELECT PremiumDate FROM UserInfo WITH (NOLOCK) WHERE UserNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","336","-","commented-out / in /* */ block","//strTemp << ""UPDATE DaumUserInfo SET PremiumDate='"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","337","-","commented-out / in /* */ block","//strTemp << strTime.GetString() << ""' WHERE UserNum="";"
"DEAD","printf","Lib_Network\s_COdbcUser.cpp","343","-","commented-out / in /* */ block","//_snprintf( szTemp, 256, ""UPDATE ExciteUserInfo SET PremiumDate='%s' WHERE UserNum=%d"", strTime.GetString(), nUserNum )"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","348","-","commented-out / in /* */ block","//strTemp << ""UPDATE TerraUserInfo SET PremiumDate='"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","349","-","commented-out / in /* */ block","//strTemp << strTime.GetString() << ""' WHERE UserNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","355","-","commented-out / in /* */ block","//strTemp << ""UPDATE TerraUserInfo SET PremiumDate='"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","356","-","commented-out / in /* */ block","//strTemp << strTime.GetString() << ""' WHERE UserNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","362","-","commented-out / in /* */ block","//strTemp << ""UPDATE UserInfo SET PremiumDate='"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","363","-","commented-out / in /* */ block","//strTemp << strTime.GetString() << ""' WHERE UserNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","369","-","commented-out / in /* */ block","//strTemp << ""UPDATE GspUserInfo SET PremiumDate='"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","370","-","commented-out / in /* */ block","//strTemp << strTime.GetString() << ""' WHERE UserNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","376","-","commented-out / in /* */ block","//strTemp << ""UPDATE UserInfo SET PremiumDate='"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","377","-","commented-out / in /* */ block","//strTemp << strTime.GetString() << ""' WHERE UserNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","383","-","commented-out / in /* */ block","//strTemp << ""UPDATE UserInfo SET PremiumDate='"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","384","-","commented-out / in /* */ block","//strTemp << strTime.GetString() << ""' WHERE UserNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","416","-","commented-out / in /* */ block","//strTemp << ""{call daum_user_gettype("";"
"DEAD","printf","Lib_Network\s_COdbcUser.cpp","423","-","commented-out / in /* */ block","//_snprintf( szTemp, 128, ""{call excite_user_gettype(%d, ?)}"", nUserNum );"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","428","-","commented-out / in /* */ block","//strTemp << ""{call terra_user_gettype("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","435","-","commented-out / in /* */ block","//strTemp << ""{call terra_user_gettype("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","442","-","commented-out / in /* */ block","//strTemp << ""{call user_gettype("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","449","-","commented-out / in /* */ block","//strTemp << ""{call gsp_user_gettype("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","456","-","commented-out / in /* */ block","//strTemp << ""{call user_gettype("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","463","-","commented-out / in /* */ block","//strTemp << ""{call user_gettype("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","491","-","commented-out / in /* */ block","//strTemp << ""{call daum_user_cha_remain("";"
"DEAD","printf","Lib_Network\s_COdbcUser.cpp","498","-","commented-out / in /* */ block","//_snprintf( szTemp, 128, ""{call excite_user_cha_remain(%d, ?)}"", nUserNum );"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","503","-","commented-out / in /* */ block","//strTemp << ""{call terra_user_cha_remain("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","510","-","commented-out / in /* */ block","//strTemp << ""{call terra_user_cha_remain("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","517","-","commented-out / in /* */ block","//strTemp << ""{call user_cha_remain("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","524","-","commented-out / in /* */ block","//strTemp << ""{call gsp_user_cha_remain("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","531","-","commented-out / in /* */ block","//strTemp << ""{call user_cha_remain("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","538","-","commented-out / in /* */ block","//strTemp << ""{call user_cha_remain("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","570","-","commented-out / in /* */ block","//strTemp << ""{call daum_user_cha_test_remain("";"
"DEAD","printf","Lib_Network\s_COdbcUser.cpp","577","-","commented-out / in /* */ block","//_snprintf( szTemp, 128, ""{call excite_user_cha_test_remain(%d, ?)}"", nUserNum );"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","582","-","commented-out / in /* */ block","//strTemp << ""{call terra_user_cha_test_remain("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","589","-","commented-out / in /* */ block","//strTemp << ""{call terra_user_cha_test_remain("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","596","-","commented-out / in /* */ block","//strTemp << ""{call gsp_user_cha_test_remain("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","603","-","commented-out / in /* */ block","//strTemp << ""{call user_cha_test_remain("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","645","-","commented-out / in /* */ block","//strTemp << ""{call daum_user_logout("";"
"DEAD","printf","Lib_Network\s_COdbcUser.cpp","654","-","commented-out / in /* */ block","//		_snprintf( szTemp, 256, ""{call user_logout('%s',%d,%d,%d,%d,%d,%d,%d)}"", szUsrID, nUsrNum, nGameTime, nChaNum, nSvrG"
"DEAD","printf","Lib_Network\s_COdbcUser.cpp","665","-","commented-out / in /* */ block","//_snprintf( szTemp, 256, ""{call excite_user_logout('%s',%d,%d,%d,%d,%d)}"", szUsrID, nUsrNum, nGameTime, nChaNum, nSvrGr"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","670","-","commented-out / in /* */ block","//strTemp << ""{call terra_user_logout("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","685","-","commented-out / in /* */ block","//strTemp << ""{call terra_user_logout("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","696","-","commented-out / in /* */ block","//strTemp << ""{call user_logout("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","707","-","commented-out / in /* */ block","//strTemp << ""{call gsp_user_logout("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","718","-","commented-out / in /* */ block","//strTemp << ""{call user_logout("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","729","-","commented-out / in /* */ block","//      strTemp << ""{call user_logout("";"
"DEAD","printf","Lib_Network\s_COdbcUser.cpp","738","-","commented-out / in /* */ block","//		_snprintf( szTemp, 256, ""{call user_logout('%s',%d,%d,%d,%d,%d,%d,%d)}"", szUsrID, nUsrNum, nGameTime, nChaNum, nSvrG"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","762","-","commented-out / in /* */ block","//strTemp << ""{call Daum_UserLogoutSimple('"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","768","-","commented-out / in /* */ block","//strTemp << ""{call Excite_UserLogoutSimple('"";"
"DEAD","printf","Lib_Network\s_COdbcUser.cpp","771","-","commented-out / in /* */ block","//		_snprintf( szTemp, 128, ""{call Excite_UserLogoutSimple('%s')}"", szUsrID );"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","776","-","commented-out / in /* */ block","//strTemp << ""{call Terra_UserLogoutSimple('"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","782","-","commented-out / in /* */ block","//strTemp << ""{call Terra_UserLogoutSimple('"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","788","-","commented-out / in /* */ block","//strTemp << ""{call UserLogoutSimple('"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","794","-","commented-out / in /* */ block","//strTemp << ""{call Gsp_UserLogoutSimple('"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","800","-","commented-out / in /* */ block","//strTemp << ""{call UserLogoutSimple('"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","806","-","commented-out / in /* */ block","//strTemp << ""{call UserLogoutSimple('"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","833","-","commented-out / in /* */ block","//strTemp << ""{call Daum_UserLogoutSimple2("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","840","-","commented-out / in /* */ block","//strTemp << ""{call Excite_UserLogoutSimple2("";"
"DEAD","printf","Lib_Network\s_COdbcUser.cpp","844","-","commented-out / in /* */ block","//		_snprintf( szTemp, 128, ""{call Excite_UserLogoutSimple2(%d)}"", nUserNum );"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","849","-","commented-out / in /* */ block","//strTemp << ""{call Terra_UserLogoutSimple2("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","856","-","commented-out / in /* */ block","//strTemp << ""{call Terra_UserLogoutSimple2("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","863","-","commented-out / in /* */ block","//strTemp << ""{call UserLogoutSimple2("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","870","-","commented-out / in /* */ block","//strTemp << ""{call Gsp_UserLogoutSimple2("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","877","-","commented-out / in /* */ block","//strTemp << ""{call UserLogoutSimple2("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","884","-","commented-out / in /* */ block","//strTemp << ""{call UserLogoutSimple2("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","909","-","commented-out / in /* */ block","//strTemp << ""UPDATE DaumUserInfo SET UserLoginState=0 WHERE UserLoginState=1 AND SGNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","917","-","commented-out / in /* */ block","//strTemp << ""UPDATE ExciteUserInfo SET UserLoginState=0 WHERE UserLoginState=1 AND SGNum="";"
"DEAD","printf","Lib_Network\s_COdbcUser.cpp","922","-","commented-out / in /* */ block","//		_snprintf( szTemp, 256, ""UPDATE ExciteUserInfo SET UserLoginState=0 WHERE UserLoginState=1 AND SGNum=%d AND SvrNum=%"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","927","-","commented-out / in /* */ block","//strTemp << ""UPDATE TerraUserInfo SET UserLoginState=0 WHERE UserLoginState=1 AND SGNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","935","-","commented-out / in /* */ block","//strTemp << ""UPDATE TerraUserInfo SET UserLoginState=0 WHERE UserLoginState=1 AND SGNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","943","-","commented-out / in /* */ block","//strTemp << ""UPDATE UserInfo SET UserLoginState=0 WHERE UserLoginState=1 AND SGNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","951","-","commented-out / in /* */ block","//strTemp << ""UPDATE GspUserInfo SET UserLoginState=0 WHERE UserLoginState=1 AND SGNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","959","-","commented-out / in /* */ block","//strTemp << ""UPDATE UserInfo SET UserLoginState=0 WHERE UserLoginState=1 AND SGNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","967","-","commented-out / in /* */ block","//strTemp << ""UPDATE UserInfo SET UserLoginState=0 WHERE UserLoginState=1 AND SGNum="";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","990","-","commented-out / in /* */ block","//strTemp << ""{call Daum_UpdateChaName("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","997","-","commented-out / in /* */ block","//strTemp << ""{call Excite_UpdateChaName("";"
"DEAD","printf","Lib_Network\s_COdbcUser.cpp","1001","-","commented-out / in /* */ block","//_snprintf( szTemp, 128, ""{call Excite_UpdateChaName(%d,'%s')}"", nUsrNum, szChaName );"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","1006","-","commented-out / in /* */ block","//strTemp << ""{call Terra_UpdateChaName("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","1013","-","commented-out / in /* */ block","//strTemp << ""{call Terra_UpdateChaName("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","1020","-","commented-out / in /* */ block","//strTemp << ""{call UpdateChaName("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","1027","-","commented-out / in /* */ block","//strTemp << ""{call Gsp_UpdateChaName("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","1034","-","commented-out / in /* */ block","//strTemp << ""{call UpdateChaName("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","1041","-","commented-out / in /* */ block","//strTemp << ""{call UpdateChaName("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","1075","-","commented-out / in /* */ block","//strTemp << ""SELECT UserNum FROM DaumUserInfo WITH (NOLOCK)  WHERE UserUID='"" << szUsrId << ""'"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","1080","-","commented-out / in /* */ block","//strTemp << ""SELECT UserNum FROM ExciteUserInfo WITH (NOLOCK) WHERE UserID='"" << szUsrId << ""'"";"
"DEAD","printf","Lib_Network\s_COdbcUser.cpp","1082","-","commented-out / in /* */ block","//		_snprintf( szTemp, 256, ""SELECT UserNum FROM ExciteUserInfo WITH (NOLOCK)  WHERE UserUID='%s'"", szUsrId );"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","1087","-","commented-out / in /* */ block","//strTemp << ""SELECT UserNum FROM TerraUserInfo WITH (NOLOCK) WHERE TLoginName='"" << szUsrId << ""'"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","1092","-","commented-out / in /* */ block","//strTemp << ""SELECT UserNum FROM TerraUserInfo WITH (NOLOCK) WHERE TLoginName='"" << szUsrId << ""'"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","1097","-","commented-out / in /* */ block","//strTemp << ""SELECT UserNum FROM UserInfo WITH (NOLOCK) WHERE UserID='"" << szUsrId << ""'"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","1102","-","commented-out / in /* */ block","//strTemp << ""SELECT UserNum FROM GspUserInfo WITH (NOLOCK) WHERE UserID='"" << szUsrId << ""'"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","1107","-","commented-out / in /* */ block","//strTemp << ""SELECT UserNum FROM UserInfo WITH (NOLOCK) WHERE UserID='"" << szUsrId << ""'"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","1112","-","commented-out / in /* */ block","//strTemp << ""SELECT UserNum FROM UserInfo WITH (NOLOCK) WHERE UserID='"" << szUsrId << ""'"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","1165","-","commented-out / in /* */ block","//strTemp << ""INSERT INTO BlockAddress (BlockAddress, BlockReason) VALUES('"" << szIP << ""', '"" << szReason << ""')"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","1190","-","commented-out / in /* */ block","//strTemp << ""{call Daum_UpdateChaNumDecrease("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","1197","-","commented-out / in /* */ block","//strTemp << ""{call Excite_UpdateChaNumDecrease("";"
"DEAD","printf","Lib_Network\s_COdbcUser.cpp","1201","-","commented-out / in /* */ block","//_snprintf( szTemp, 128, ""{call Excite_UpdateChaNumDecrease(%d, ?)}"", nUserNum );"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","1206","-","commented-out / in /* */ block","//strTemp << ""{call Terra_UpdateChaNumDecrease("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","1213","-","commented-out / in /* */ block","//strTemp << ""{call Terra_UpdateChaNumDecrease("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","1220","-","commented-out / in /* */ block","//strTemp << ""{call UpdateChaNumDecrease("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","1227","-","commented-out / in /* */ block","//strTemp << ""{call Gsp_UpdateChaNumDecrease("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","1234","-","commented-out / in /* */ block","//strTemp << ""{call UpdateChaNumDecrease("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","1241","-","commented-out / in /* */ block","//strTemp << ""{call UpdateChaNumDecrease("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","1269","-","commented-out / in /* */ block","//strTemp << ""{call Daum_UpdateTestChaNumDecrease("";"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","1276","-","commented-out / in /* */ block","//strTemp << ""{call Excite_UpdateTestChaNumDecrease("";"
"DEAD","printf","Lib_Network\s_COdbcUser.cpp","1280","-","commented-out / in /* */ block","//_snprintf( szTemp, 128, ""{call Excite_UpdateTestChaNumDecrease(%d, ?)}"", nUserNum );"
"DEAD","concat/stream","Lib_Network\s_COdbcUser.cpp","1285","-","commented-out / in /* */ block","//strTemp << ""{call Terra_UpdateTestChaNumDecrease("";"
